,itemid,count,label
2449,450,14752,Minute Volume(Obser)
2450,4654,57,Hepatitis B vaccine
2451,224743,38,Vd/Vt Ratio
2452,220056,9895,Arterial Blood Pressure Alarm - Low
2453,4204,5,CIRC CARE
2454,6817,1,mixed venous
2455,1711,8,zzzt Stim Thresh mA [Unit]
2456,7108,10,surgical bra
2457,225639,10193,Differential-Basos
2458,2898,1,AMBUED Q4 AND PRN
2459,4534,20,Circ Site
2460,3175,2,BEAR HUGGER
2461,3655,4952,Temp Skin [C]
2462,192,512,Filter Pressure mmHg
2463,6178,5,Pediatrix
2464,7875,1,umbi hrenia
2465,338,6012,Imp Skin Cleanse #1
2466,3539,13,Neonatal Opium Solut
2467,228378,5,TFCd (NICOM)
2468,1851,1,DSG CHANGE
2469,7853,1,Triple Antibiotic
2470,271,35,INV Line#8 [Type]
2471,1221,1,RAD. ALINE
2472,2577,1,CARIIPORIDE ML/HR
2473,224389,82,Heart Sounds
2474,3256,1,L ulnar ABP
2475,4363,1,Gel Pillow:
2476,6113,1,sacral ultrasound
2477,6035,1,Urinalysis sent
2478,225043,613,Incision Packing #2
2479,5984,1,TSH NML(0.27-4.2)
2480,5965,1,Vitamin A injections
2481,4646,1,Knee Abrasions
2482,2919,1,ABDOMINAL GIRTH
2483,6050,1,Pediarix Vaccination
2484,3591,1425,Prong Size
2485,1716,1,hand mitts
2486,7601,1,rotation on
2487,6835,1,rotation on/off
2488,6453,16,Plow
2489,3211,4,time high
2490,5579,1,Nitric [PSIG]
2491,1459,1,gluteral drsg change
2492,224796,595,Ostomy
2493,3757,527,Gentamicin Pre (0-2)
2494,607,506,Rec.Breath Time(sec)
2495,4419,65,Hep B
2496,235,13891,INV Line#2 [Type]
2497,387,3940,Inc #2 [Closure]
2498,1610,1,THERA VEST 15 MIN.
2499,225985,232,IABP Helium Tubing
2500,6220,1,"Lytes, Phenobarb"
2501,226752,12,CreatinineApacheIIValue
2502,225006,233,Incision Closure #4
2503,6257,1,Heated Humid
2504,1641,2,high min. volume
2505,220602,24062,Chloride (serum)
2506,224973,2028,Surrounding Tissue #3
2507,1560,2,APRV T HIGH
2508,8272,1,Seizure pads
2509,4195,27,ABG Sodium
2510,3684,723,Vitamin E
2511,2378,1,epidural
2512,223751,20982,Non-Invasive Blood Pressure Alarm - High
2513,2644,20,pericare
2514,2473,1,COCCYX GEL/ALLEVYN
2515,29,510,Access mmHg
2516,7611,1,Lumbar Drain
2517,6262,1,Hep Flush 10UNITS/CC
2518,8529,5215,Posterior Fontanelle [Shape]
2519,4322,1,Circumsion Site:
2520,227608,131,Impaired Skin Treatment #9
2521,3183,1,APRV T-LOW
2522,1041,1,flap doppler
2523,225194,17,PT Splint Status #3
2524,1714,1,Nicardipine HCl
2525,6536,3,Erythromycin
2526,227966,234,Face to Face Eval (Violent)
2527,7293,1,VENOUS O2 SAT
2528,226109,2396,Cordis/Introducer placed in outside facility
2529,1126,16944,Art.pH
2530,171,17866,Education Topic #1
2531,8487,827,Med Wasted [Amount]
2532,4872,1,TRI VI SOL
2533,3296,19,Abnormalities
2534,1579,1,CORNEAL REFLEXES
2535,8548,6563,CVP Alarm [High]
2536,4684,9,Synthroid
2537,1975,1,apnea time interval
2538,223758,14305,Code Status
2539,225990,72,Pericardial Drain Flush
2540,223772,1405,SvO2
2541,5631,1,High MV alarm.
2542,3015,1,CHEST TUBE #5
2543,8028,1,PROTONIX MG/H
2544,6339,1,PRESSURE SUPPORT
2545,224910,2125,Impaired Skin Drainage Amount #3
2546,858,4794,Venous PvCO2
2547,2869,1,PORK INSULIN U/HR
2548,5421,3,Abdominal xray
2549,3174,1,Labetalol mcg/kg/min
2550,2774,1,sjo2
2551,7379,4,TLSO brace
2552,54,26890,Assistance Device
2553,3212,4,time low
2554,227614,53,Impaired Skin Width #9
2555,2393,2,VISUAL FIELDS
2556,4502,1,ADEK vitamins
2557,224993,3365,Incision Appearance #2
2558,993,58,bladder pressure
2559,8380,2565,Corneal Reflex [Left]
2560,3119,1,HI MINUTE VOL
2561,2609,2,TED STOCKINGS
2562,225120,12408,Appetite
2563,225643,10193,Differential-Neuts
2564,225101,11602,Use of assistive devices
2565,5281,4,oral nystatin
2566,6189,1,phosphenytoin
2567,3580,4533,Present Weight  (kg)
2568,4729,20,Miconazole powder
2569,103,167,CT #3 Crepitus
2570,2307,9,WAFFLE BOOTS
2571,2985,1,ICP ventricle
2572,525,25748,Pain Location
2573,228229,649,PAR-Activity
2574,227854,7,Weight Bearing Status
2575,5374,1,position rotated 180
2576,2913,3,R FEM ART LINE
2577,1724,2,High exhaled MV
2578,1636,1,Lavage
2579,8514,969,Edema [Location]
2580,4467,18,hep b
2581,3736,1140,BE
2582,4842,1,Nystatin (PO)
2583,227359,169,Tunneled (Hickman) Dressing Occlusive
2584,810,228,Gentamycin/Trough
2585,4639,2,tobradex
2586,223780,13347,Daily Wake Up Deferred
2587,223872,3338,Inspired Gas Temp.
2588,2062,3,NO ppm
2589,224740,4343,RSBI Deferred
2590,6621,6,ROTATION
2591,7871,1,elemental calcium
2592,6084,1,TRACH SITE
2593,1668,11,thigh
2594,224449,4,Traction/Immobile #2
2595,1311,5,XIGRIS
2596,8353,1,CSM to toes
2597,1398,1,RVEDV
2598,857,3995,Venous CO2(Calc)
2599,5628,1,head circ.
2600,1205,1,HFO Amplitude deta P
2601,36,59,Additional Gas(Mask)
2602,224068,84,Restraints Evaluated_V1
2603,8453,9,PT Splint #4 [Status]
2604,5613,1,Neonatal Morphine PO
2605,1559,2,APRV P LOW
2606,4497,1,PENICILLIN G
2607,1890,1,Right Groin Check
2608,8027,1,ted stocking
2609,224950,225,Impaired Skin Type #8
2610,4548,14,nystatin ointment
2611,7551,1,L.ARM ELEVATION
2612,223992,18391,Cough Type
2613,8400,25406,IV #1 [Size]
2614,7303,1,gentamycin eye oint
2615,226751,14,CreatinineApacheIIScore
2616,5548,3,Dressing change
2617,224430,411,CT #3 Drainage
2618,7029,2,Trip Antibiotic Oint
2619,224331,833,PCA basal rate (mL/hour)
2620,1743,45,bed alarm
2621,7908,3,T-disconnect
2622,53,17,Arterial Pressure
2623,2600,1,Ca Gluc 20Gm/D5W
2624,1336,32,Protonix
2625,3634,5032,Stress
2626,7253,1,mycostatin powder
2627,1679,3,high min. vent.
2628,3397,67,EEG
2629,227129,42,Pheresis Catheter Type
2630,5812,1,Urine lytes
2631,3113,3,high min.vol
2632,228157,2,Placement Monitoring Screen
2633,7649,1,TF residual/J-Tube
2634,2519,1,HFO-% I Time
2635,1286,18799,PT
2636,228444,18,BIS Index Range
2637,3188,1,neo mcq/kg/min
2638,5822,1,Auqafor
2639,4484,1,Toes
2640,7431,5,Goldline Baby Vits
2641,8431,234,Inc #5 [Status]
2642,6308,4,TEDS
2643,224009,8299,GI #1 Tube Drainage
2644,225025,245,Incision Dressing #4
2645,228191,9,Infusion Pressure of Line
2646,791,27361,Creatinine (0-1.3)
2647,223874,10062,Vti High
2648,227446,1003,Brain Natiuretic Peptide (BNP)
2649,5273,1,Erythropoetin
2650,5096,1,PDA ligation site
2651,7642,1,RV DIAST
2652,1586,5,Xigris mcg/kg/hr
2653,5950,5,NO PPM
2654,8058,2,bed percussion
2655,290,21,INV#8 WaveformAppear
2656,4944,2,hearing
2657,6750,1,Bed alarm
2658,7026,1,PTPinsp
2659,224831,1001,Trach Tube Size (I.D.)
2660,793,1495,D-Dimer (0-500)
2661,225634,10160,CK (CPK)
2662,228211,6,Tandem Heart Access Line Postion Confirmed
2663,4183,7864,Birthweight (kg)
2664,5869,2,ATC on
2665,2052,3,Nicardipine
2666,7424,1,Neonatal Morphine
2667,223986,21847,RUL Lung Sounds
2668,226536,5924,Chloride (whole blood)
2669,223827,1311,Ataxia
2670,7948,1,30mmol NAPHOS
2671,2638,1,CEREBRAL LACTATE
2672,225074,11066,Any fear in relationships
2673,86,26917,Braden Nutrition
2674,3563,3580,Parent Called
2675,2697,1,EF %
2676,7885,1,Glucagon infusion
2677,7535,1,Umb. Hernia
2678,2619,2,3% NS
2679,225004,3160,Incision Closure #2
2680,3265,3,ecmo flow
2681,3030,3,slop
2682,3037,1,THAM
2683,5501,1,O2 sat probe change
2684,2461,1,APROTANIN ML/HR
2685,227024,7,MapScore_ApacheIV
2686,6133,1,Magnesium Sulfate
2687,4744,2,NYSTATIN
2688,8417,3618,Inc #2 [Appearance]
2689,1404,12,Bladder pressure
2690,3468,259,IV #4 [Location]
2691,7488,1,Rotation On
2692,226871,9156,Expiratory Ratio
2693,6773,2,DRIVING PRESS.
2694,225728,73,Midline Tip Cultured
2695,1904,4,Qtc
2696,3064,1,DISCONNECT ALARM
2697,3105,1,HIGH MIN.VOL.
2698,3727,254,Albumin  (3.9-4.8)
2699,6486,1,SvO2 MVG
2700,1485,1,Bivalirudin mg/kg/hr
2701,1583,1,P lo
2702,495,788,PCA Bolus
2703,5212,1,tobra dex eye ointmt
2704,224856,159,Restraints Ordered
2705,2321,1,PEJ SITE CARE
2706,3791,5235,Polys
2707,3618,42,Sleep
2708,4789,4,hyperoxia
2709,6868,2,Fistula
2710,2370,1,R arm sling
2711,1719,1,NRB
2712,224939,1723,Impaired Skin Treatment #4
2713,3414,21,Excoriated
2714,3050,5,spont tidal volumes
2715,3208,1,ATC % (size 7)
2716,618,27231,Respiratory Rate
2717,3601,114,Replogle Irrigation
2718,2198,1,EPIDURAL
2719,223997,3521,CT #1 Dressing
2720,6396,6,Prednisolone gtts
2721,6653,1,femoral abp mean
2722,225092,15074,Self ADL
2723,5999,2,prone/supine
2724,5205,1,op site
2725,1393,7,F-Ideal Body Wgt Kg
2726,7414,5,Triple abx ointment
2727,7953,1,Right groin
2728,2273,1,vanco level
2729,7823,2,GT site
2730,2547,1,Precedex mcg/kg/hr
2731,5301,2,180 degree rotation
2732,3583,3808,Previous Weight (kg)
2733,227680,727,Restraint Location_V2
2734,6153,1,PERCUSSION VIA BED
2735,8510,3043,Bruising [Location]
2736,4557,10,cefazolin
2737,1094,2,PODUS BOOT
2738,225741,10,Tunneled (Hickman) Line Discontinued
2739,3665,2552,Total Fluids/kg/day
2740,7790,1,combivent puffs
2741,5890,1,dulc.supp andenema
2742,425,27151,LLL Lung Sounds
2743,1390,3164,DO2
2744,3134,1,solumed mg/kg/hr
2745,43,3873,Angio Appearance #1 [Attribute 1]
2746,4661,1,Bactoban
2747,224379,1266,PCA cleared
2748,223824,1519,Seizure
2749,1077,3,HAIR WASHED
2750,6215,3,TANK B
2751,6261,3,Vanco level
2752,482,148,OrthostatBP standing [Systolic]
2753,6101,3,T-HI
2754,5713,1,incision sites
2755,5808,1,Zygris
2756,4410,9,umbilical hernia
2757,6283,1,Nitric Tank Pressure
2758,3206,1,40GmCaGluc/1000ccNS
2759,227598,113,Impaired Skin Drainage #9
2760,1931,1,Total CIWA scale
2761,924,27205,Readmission
2762,227055,7,TempScore_ApacheIV
2763,225759,18,RIC Reason Discontinued
2764,5410,1,Post ductal sat
2765,5987,1,Abd drsg change
2766,5903,1,abdomenal incision
2767,731,5825,Warming [Device]
2768,6249,1,leg retraints
2769,4867,49,Trivisol
2770,1713,1,Dexmedetomine HCl
2771,1558,2,APRV P HIGH
2772,227292,9459,Arterial Line Dressing Occlusive
2773,3246,1,MULTPODIS SPLINT
2774,1471,1,left leg measurement
2775,227717,277,Cerebral Perfusion Pressure Alarm - Low
2776,4641,52,desitin
2777,225961,11,Medication Added Units #1 (Peritoneal Dialysis)
2778,223905,19270,Cough Reflex
2779,226531,18645,Admission Weight (lbs.)
2780,645,4612,Skin [Temperature]
2781,1585,1,T lo
2782,597,1013,RUE [Temperature]
2783,7765,1,bladder scanner
2784,225312,1708,ART BP mean
2785,2382,3,Protonix gtt
2786,6296,2,spironolactone
2787,227023,6,MAP_ApacheIV
2788,7041,1,vapotherm fio2
2789,6263,1,J tube port
2790,220120,52,Intra Aortic Ballon Pump Setting
2791,4262,8,Neuro consult
2792,5751,1,PRBCs
2793,87,26908,Braden Score
2794,4527,4,heparin
2795,3670,79,UAC Tubing Change
2796,2946,2,APPROTININ CC/HR
2797,7234,1,t-low
2798,2039,3,PHIGH
2799,224767,16202,RUE Temp
2800,169,17585,Education Readiness
2801,6975,4,Unasyn
2802,224061,36,Reason for Restraint (Behavioral)_V1
2803,1515,3,decub drsg change
2804,5071,1,Criticaid Paste
2805,226747,9,APACHEII-Chronic health points
2806,7862,1,Nephrostomy Tube LLQ
2807,344,8264,ImpSkin Character #1
2808,3748,6,Cholesterol (0-199)
2809,4354,9,Bili level
2810,824,23989,PT(11-13.5)
2811,776,17307,Arterial Base Excess
2812,3609,5034,SaO2 Alarm [Low]
2813,8366,572,Angio Appearance #2 [Attribute 2]
2814,227651,31,Lochia Character
2815,227726,71,AVA Line Tip Cultured
2816,225206,4552,Multi Lumen Zero/Calibrate
2817,224948,633,Impaired Skin Type #6
2818,1193,3,L. ARM SLING
2819,5507,2,laceration
2820,224794,9356,Stool Color
2821,226777,14,TempApacheIIScore
2822,649,1829,Spiritual Support
2823,1616,37,High MV.
2824,5706,7,T HIGH
2825,7573,2,actigal
2826,8552,3537,PAP Alarm [High]
2827,4437,15,Bathed
2828,6943,1,LOW PEEP
2829,121,3245,Chest PT [Right]
2830,223920,17607,LL Strength/Movement
2831,1189,1,finger stick
2832,8492,9005,GI Tube #1 [Site]
2833,5513,1,hydrocyle
2834,8139,1,Trach Sx Quantity
2835,787,27218,Carbon Dioxide
2836,944,9,Chest PT
2837,1334,1,MDI # 4 (drug/puffs)
2838,1036,1,protonics
2839,2660,1,ICP Camino
2840,7364,1,I/S
2841,154,23541,Diet Type
2842,5750,1,24hr Lytes&Bili
2843,224945,3385,Impaired Skin Type #3
2844,226170,13,Head of Bead Measurement
2845,7803,1,low peep
2846,225738,516,CCO PAC Discontinued
2847,225989,77,Pericardial Drain Aspiration
2848,35,52,Additional Gas (lpm)
2849,602,2179,RVSWI
2850,224314,15,ABI Brachial BP R (Impella)
2851,1722,7,Waffle boots
2852,2971,2,LR
2853,1609,1,Isuprel 1mcg/min
2854,4595,45,Criticaid
2855,6640,1,35 QVar
2856,1315,1,T-pice
2857,2628,1,bivalirudin mg/hr
2858,3671,113,UVC Tubing Change
2859,228194,7,Peripheral Pulses (Tandem Heart)
2860,1455,3,fingerstick glucose
2861,1687,5,high minute vol
2862,2394,1,IVF
2863,1037,2,O2 %
2864,227805,520,SvO2 SQI
2865,375,4156,Impaired Skin Site#2
2866,188,302,Femoral Pulse [Right]
2867,7118,3,Trache
2868,3281,1,Xigres mg/hr
2869,227622,57,Tunneling Present #9
2870,1395,8,M-Ideal Body Wgt Kg
2871,5133,1,Actigall (Ursodiol)
2872,6912,1,tpa mg/hour
2873,3090,1,ELEVATE R LEG 2 PIL
2874,6785,1,Rotation L/R
2875,225355,1625,PA Catheter Site Appear
2876,1540,2431,Triglyceride
2877,1212,1,EOMs
2878,220632,8789,LDH
2879,6740,1,solumedrol drip
2880,527,22007,Pain Type
2881,773,11965,Alk. Phosphate
2882,783,8394,Blood Products
2883,1503,22,Bed Bath
2884,1608,1,air mattress
2885,1570,6,HI TIDAL VOL
2886,6093,1,enema
2887,2826,6,Incentive spirometry
2888,228151,2,Aortic Pressure Signal - Diastolic
2889,227802,985,GI Guaiac QC
2890,2788,2,ABD GIRTH
2891,224697,10131,Mean Airway Pressure
2892,308,88,IV Drip Dose #1
2893,227840,145,Money Management
2894,226732,21687,O2 Delivery Device(s)
2895,1456,1,popliteal pulse r/l
2896,6151,2,TRACHEOSTOMY CARE
2897,3595,850,Recombivax
2898,7439,1,walking hr
2899,224669,140,Restlessness
2900,227603,29,Impaired Skin Length #10
2901,224855,87,Patient/Family Informed_V1
2902,5855,1,t diconnect
2903,224422,5464,Spont RR
2904,7060,1,Cont. EEG
2905,5726,20,Hi Ve
2906,1482,1258,IV #4 Reason DC'D
2907,3114,3,PCV Driving Pressure
2908,224146,531,System Integrity
2909,1208,1,HFO max pres. alarm
2910,225735,68,Trauma Line Tip Cultured
2911,1991,2,pronator drift
2912,4588,6,trach aspirate
2913,224445,631,GI #2 Tube Drainage
2914,63,253,BIPAP - BPM
2915,6424,1,IABP BP
2916,5880,1,low rr
2917,7133,1,abd pressure
2918,260,176,INV Line#6 Zero/Cal
2919,5556,7,TPA mg/hr
2920,6885,1,R chest dsg
2921,5258,1,calcium glubionate
2922,8521,3976,IV #1 [Location]
2923,3299,14,Albuterol MiniNeb
2924,7808,1,art #3
2925,5186,1,Kphos
2926,5485,10,Vit A
2927,1589,1,RA
2928,6288,2,tri-vi-sol
2929,8403,3363,IV #4 [Size]
2930,3480,2136,InterventionAssess
2931,4576,2,pre ductal sat
2932,1900,2,MULTIPODIS BOOTS
2933,223769,21866,O2 Saturation Pulseoxymetry Alarm - High
2934,223801,978,NMB Medication
2935,118,2159,Cerv Collar Status
2936,2875,1,VAC MACHINE
2937,3514,23,Mottles
2938,272,19,INV Line#8 Zero/Cal
2939,223,19,I:E Ratio-TCPCV
2940,5166,2,Vitamin D
2941,3168,7,HIGH MIN. VOL
2942,8536,6,TcCO2 [Value]
2943,6128,1,time High
2944,2412,1,lipase
2945,224076,20753,Education Barrier
2946,2467,1,DEXTROSE GM/HR
2947,6281,1,LEFT LEG DRSG
2948,1424,1130,CIWA Sum Total
2949,3366,1715,Chest X-Ray
2950,5642,1,bupivacaine.1%-axila
2951,2341,3,CLOT IN BLOODBANK
2952,1454,1,r hips drsg change
2953,227472,8274,Incision Site #1
2954,8459,208,Pressure Sore #3 [Heal]
2955,3538,1085,Nasal Sx Quantity
2956,2281,1,VENT DRAIN
2957,223941,983,Popliteal Pulse R
2958,1791,1,multi-podis boot
2959,1538,12348,Total Bili
2960,225187,17495,Back Care
2961,6029,1,uac/uvc placement
2962,6232,1,reg insulin
2963,7694,1,fliud bolus
2964,7355,1,T. high
2965,1331,6,Protonix mg/hr
2966,5162,1,PROPRANOLOL
2967,6630,1,left arm laceration
2968,226253,21733,SpO2 Desat Limit
2969,6166,1,left flap check
2970,228230,635,PAR-Circulation
2971,2862,2,PEG DSG/CARE QD
2972,227644,5,Breast Feeding - R
2973,227419,117,Presep Catheter Dressing Occlusive
2974,6123,1,Mag sulfate
2975,6051,84,Pediarix
2976,7615,1,seizure pads on bed
2977,227517,9362,Humidification
2978,664,3571,Swan SVO2
2979,3485,137,Length   Calc   (cm)
2980,7380,1,Nystatin oral suspen
2981,3830,451,Venous CO2
2982,224663,1348,PCA attempt
2983,224978,163,Surrounding Tissue #8
2984,8538,36,Testes [Right]
2985,3320,1018,BP Right Arm [Mean]
2986,7667,1,L chest incision
2987,1674,3,PL
2988,4990,1,wrist slpints
2989,2932,2,aprotinine
2990,8265,1,Turtle Shell Brace
2991,228290,45,IO Dressing
2992,1042,1,acetomenophen
2993,1495,4,urine ph
2994,5781,1,Lab results
2995,8298,1,L ICP
2996,227601,54,Impaired Skin Drainage Amount #10
2997,4193,41,ABG Chloride
2998,4676,3,Critic-aid
2999,3732,2759,Anion Gap   (8-20)
3000,227667,1468,Reason for Immobilizer
3001,5742,1,Colostomy Stoma
3002,5947,1,NEBS
3003,225126,12486,Dialysis patient
3004,665,506,System Integrity
3005,7680,1,IoCa
3006,3688,980,Vt [Spontaneous]
3007,1848,2,D5W
3008,2510,1,DEXTRAN LML 10%
3009,5646,1,trach ties
3010,225240,420,14 Gauge Site Appear
3011,226135,419,14 Gauge placed in outside facility
3012,227675,53,Face to Face Eval (Violent)
3013,1439,1152,Visual Disturbances
3014,6212,2,VBG
3015,5876,1,bun
3016,6239,1,mitrazole pwd
3017,8149,1,pedi ngt
3018,807,19098,Fingerstick Glucose
3019,3638,2440,Suck Reflex
3020,1929,1,"8.headach,fullness"
3021,223963,356,Temporary Pacemaker Wires Ground
3022,2056,6,Nitric Oxide
3023,5650,1,WASH ABD--HIBICLENS
3024,5912,3194,Sx Equip Functioning
3025,7033,4,octreotide
3026,6192,1,Vidalgn
3027,6202,1,Pediatrix Combi
3028,3125,1,NICARDIPINE 5-15MG/H
3029,1692,10,T low
3030,2316,3,Passy-Muir valve
3031,6353,1,rt groin sheath
3032,1946,1,fsbs
3033,2582,1,uvp
3034,399,6370,Inc #2 [Dressing]
3035,227761,212,Sheath Placement Confirmed by X-ray
3036,226094,165,Orthostatic BPd sitting
3037,2551,1,study drug
3038,2135,1,CCO CI
3039,852,1769,Tylenol
3040,227475,265,Incision Site #4
3041,6535,1,splints removed
3042,7914,4313,Insulin Guideline
3043,3354,18,Cardiac Rhythm
3044,4604,2,poly-vi-sol
3045,2773,1,sjlactate
3046,224167,503,Manual Blood Pressure Systolic Left
3047,1545,1,hand drsg change
3048,223979,16281,RLE Color
3049,225007,58,Incision Closure #5
3050,2203,4,SOLUMEDROL
3051,549,25754,PostTib. Pulses [Right]
3052,8427,53,Inc #6 [Amount]
3053,268,95,INV Line#7SiteAppear
3054,1512,1,bbaaath
3055,3771,5362,MONOs
3056,310,89,IV Drip Medication#1
3057,224997,20,Incision Appearance #6
3058,4735,2,BACITRACIN OINTMENT
3059,3179,1,1:1 Sitter
3060,227471,9994,Specific Gravity (urine)
3061,225135,6002,Consults
3062,1614,3,Time High
3063,223931,421,Neuro Drain #1 Status
3064,3817,328,Urine Heme
3065,8509,1,Blink Reflex [Right]
3066,1369,1,COMPLETE BATH
3067,8109,1,broviac dsg
3068,5213,3,NaCl supp
3069,1627,1,Muco lavg
3070,836,1820,Serum Osmolality
3071,223835,12143,Inspired O2 Fraction
3072,225732,654,PICC Line Tip Cultured
3073,1490,1,oob to chair
3074,1746,17,hi MV
3075,5662,1,lt. lat. decub
3076,7407,1,Incentive spir
3077,227846,181,Supine / Side-lying to Sit
3078,4721,1,Hernias
3079,227990,15,Intra Cranial Pressure #2 Alarm - High
3080,227363,251,ICP Line Dressing Occlusive
3081,5214,1,Prednisone drops
3082,2366,1,RUE-sling/swath
3083,225724,716,Cordis/Introducer Line Tip Cultured
3084,8497,7,zzzt Stim Thresh mA [Value]
3085,224188,3481,PICC Line Site Appear
3086,1419,2,FLOLAN
3087,5609,1,hydroactive gel
3088,225113,12476,Currently experiencing pain
3089,225188,8346,Cough/Deep Breath
3090,226998,6,Bilirubin_ApacheIV
3091,2301,1,CIS/CURIUM MG/KG/HR
3092,3640,305,Surgical Procedures
3093,8140,1,Trach Sx Quality
3094,8268,1,Disconnect Alarm
3095,4562,1,non nutritive suck
3096,227115,353,PCA bolus units
3097,226769,10,PHApacheIIValue
3098,5060,2,meropenem
3099,8190,1,epicardial pacemaker
3100,1162,21108,BUN
3101,227933,106,Recovery O2 sat - Aerobic Activity Response
3102,996,41,BLADDER PRESSURE
3103,265,97,INV Line#7 [Type]
3104,4272,9,Ranitidine
3105,3570,1991,Phototherapy Light
3106,379,111,Impaired Skin Site#6
3107,5293,5,Aquafor
3108,227848,98,Transfer
3109,6184,1,remote alarm
3110,3257,1,XIGRIS @ 1.66 MG/HR
3111,168,17426,Education Method
3112,2109,2,High MV alarm
3113,228226,9,Tandem Heart Return Cannula Site Appear
3114,223811,1535,Anxiety
3115,3622,33,Sneezing
3116,2616,3,PASSY-MUIR VALVE
3117,4681,2,triple abx oint
3118,2765,1,VASOPRESSIN   UNIT/R
3119,228175,63,Calibrated (PiCCO)
3120,220228,23983,Hemoglobin
3121,3457,202,Hertz
3122,2901,1,T3   (NML 80-200)
3123,1707,2520,Vent Stim Thresh mA
3124,7746,1,valproate Level
3125,3032,2,t low
3126,238,13725,INV Line#2SiteAppear
3127,3307,295,Appearance
3128,8426,166,Inc #5 [Amount]
3129,4445,10,Bath and Shampoo
3130,2543,1,FEM ART
3131,7890,3,nystatin oint.
3132,4736,1,COSOPT DROPS
3133,7259,5,Triple Abx Ointment
3134,3426,23,Feeding
3135,220125,3,Left Ventricular Assit Device Flow
3136,1936,1,5. Auditory Disturb.
3137,3459,1800,High Pressure Relief
3138,228179,52,ELWI (PiCCO)
3139,2185,3,CALCIUM GLUCONATE
3140,6277,1,PICC line attempt
3141,227631,226,Arctic Sun Temp #2 Location
3142,227351,1623,PA Catheter Dressing Occlusive
3143,2691,1,URINE POTASSIUM
3144,7909,1,VAP mouth
3145,6344,7,CUFF PRESS.
3146,7861,1,EEG/Cont
3147,3283,1,warm pack to lt arm
3148,220179,21685,Non Invasive Blood Pressure systolic
3149,3600,92,Renal US
3150,8413,267,ImpSkin #4 [Length]
3151,2130,1,NO tank PSI
3152,733,14246,Weight Change
3153,225020,200,Incision Drainage Amount #4
3154,3274,2,domeboro soaks
3155,7241,1,spinal pse.
3156,226537,8456,Glucose (whole blood)
3157,4929,6,Prednisolone
3158,825,23990,PTT(22-35)
3159,6205,1,qt
3160,8120,1,JP DRAIN
3161,3562,11,Palate
3162,1898,9,pantoprazole
3163,1835,1,Heparin level
3164,555,1036,PressSore Depth #1
3165,554,706,Press Sore Site #2
3166,224019,319,Bladder Irrigation
3167,225953,53,Solution (Peritoneal Dialysis)
3168,225108,378,Tobacco use
3169,2704,1,ABDOMINAL PRESSURE
3170,2694,1,LEPIRUDIN MG/HR
3171,191,3,FiO2/O2 Delivered
3172,224363,1,VAD Beat Rate L
3173,2972,1,LOW MIN VOL
3174,4426,18,Cefazolin
3175,227462,407,FK506
3176,8464,430,Pressure Sore #2 [Length]
3177,227647,14,Clot Size (cm)
3178,224456,126,PT Splint Location #2
3179,223836,109,Airway Type
